player,EScore,EType,PlayStyle,SessionVariance,RecentActivityRatio,Loyalty,UserValue,EScoreRank
1002129,74.50,Hardcore,Balance,35.92,0.41,22.38,Low,1
1002274,74.03,Hardcore,Balance,33.27,0.50,18.34,Low,2
1002393,71.53,Hardcore,Balance,23.65,0.44,22.26,Low,3
1002652,71.04,Hardcore,Balance,22.26,0.42,20.33,Low,4
1002353,70.76,Hardcore,Balance,29.65,0.47,19.95,Low,5
1002095,68.75,Hardcore,Balance,27.52,0.47,19.77,Low,6
1002593,68.21,Hardcore,Balance,34.09,0.44,20.17,Low,7
1002207,67.99,Hardcore,Balance,31,0.44,24.42,Low,8
1002132,67.90,Hardcore,Balance,31.23,0.48,18.99,Low,9
1002206,66.80,Hardcore,Burst,18.84,0.45,17.33,Low,10
1002337,66.73,Hardcore,Balance,34.63,0.42,19.78,Low,11
1002352,66.46,Hardcore,Balance,27.1,0.49,22.57,Low,12
1002658,66.15,Hardcore,Balance,27.65,0.46,21.25,Low,13
1002407,66.02,Hardcore,Balance,40.42,0.46,23.32,Low,14
1002105,66.01,Hardcore,Balance,39.57,0.42,20.01,Low,15
1002615,65.90,Hardcore,Balance,33.62,0.49,20.57,Low,16
1002564,65.80,Hardcore,Balance,39.07,0.45,23.11,Low,17
1002005,65.79,Hardcore,Balance,33.55,0.40,25.74,Low,18
1002348,65.72,Hardcore,Balance,33.62,0.49,22.59,Low,19
1002705,65.36,Hardcore,Balance,26.68,0.39,21.64,Low,20
1002302,65.25,Hardcore,Balance,47.13,0.50,30.85,Medium,21
1002441,65.16,Hardcore,Burst,23,0.50,18.38,Low,22
1002121,64.80,Hardcore,Balance,35.37,0.47,23.93,Low,23
1002497,64.72,Hardcore,Balance,38.05,0.47,20.25,Low,24
1002445,64.34,Hardcore,Burst,28,0.45,17.83,Low,25
1002359,64.09,Hardcore,Balance,29.19,0.46,21.18,Low,26
1002691,63.91,Hardcore,Balance,28.35,0.52,23.85,Low,27
1002492,63.66,Hardcore,Balance,29.26,0.35,21.79,Low,28
1002258,63.63,Hardcore,Burst,16.29,0.39,17.97,Low,29
1002450,63.50,Hardcore,Balance,16.85,0.48,19.32,Low,30
1002017,63.42,Hardcore,Burst,28.75,0.41,18.38,Low,31
1002798,63.31,Hardcore,Balance,33.64,0.45,22.40,Low,32
1002223,63.23,Hardcore,Balance,49.83,0.47,20.54,Low,33
1002097,63.17,Hardcore,Burst,25.15,0.52,17.67,Low,34
1002057,62.96,Hardcore,Balance,28.83,0.42,20.78,Low,35
1002847,62.95,Hardcore,Balance,29.41,0.53,19.06,Low,36
1002060,62.86,Hardcore,Balance,26.08,0.38,20.54,Low,37
1002350,62.82,Hardcore,Balance,22.92,0.36,21.06,Low,38
1002099,62.82,Hardcore,Balance,36.21,0.48,26.06,Low,39
1002101,62.79,Hardcore,Balance,33.69,0.44,21.14,Low,40
1002871,62.77,Hardcore,Burst,23.75,0.50,17.51,Low,41
1002360,62.67,Hardcore,Balance,32.47,0.42,24.37,Low,42
1002517,62.65,Hardcore,Balance,51.34,0.48,52.72,High,43
1002624,62.46,Hardcore,Balance,30.43,0.50,24.86,Low,44
1002882,62.45,Hardcore,Balance,25.05,0.43,23.50,Low,45
1002577,62.44,Hardcore,Balance,31.74,0.53,20.95,Low,46
1002214,62.34,Hardcore,Balance,36.02,0.39,18.31,Low,47
1002394,61.95,Hardcore,Balance,30.52,0.35,19.43,Low,48
1002048,61.87,Hardcore,Balance,36.96,0.36,23.41,Low,49
1002559,61.82,Hardcore,Balance,47.12,0.47,29.56,Medium,50
1002377,61.80,Hardcore,Balance,41.63,0.43,30.40,Medium,51
1002382,61.77,Hardcore,Balance,51.15,0.50,56.15,High,52
1002447,61.74,Hardcore,Balance,29.56,0.47,20.19,Low,53
1002635,61.35,Hardcore,Burst,20.8,0.45,18.55,Low,54
1002380,61.35,Hardcore,Balance,37.27,0.42,28.02,Low,55
1002187,61.30,Hardcore,Burst,26.85,0.45,17.69,Low,56
1002195,61.29,Hardcore,Burst,25.13,0.55,18.64,Low,57
1002226,61.22,Hardcore,Balance,14.8,0.48,19.19,Low,58
1002553,61.16,Hardcore,Balance,41.4,0.42,24.55,Low,59
1002504,60.99,Hardcore,Balance,44.4,0.50,29.83,Medium,60
1002312,60.92,Hardcore,Balance,39.99,0.54,42.24,Medium,61
1002594,60.91,Hardcore,Burst,23.08,0.48,16.85,Low,62
1002370,60.91,Hardcore,Balance,47.08,0.47,45.41,High,63
1002244,60.90,Hardcore,Balance,34.4,0.50,22.47,Low,64
1002573,60.86,Hardcore,Balance,42.76,0.47,48.53,High,65
1002640,60.71,Hardcore,Balance,37.33,0.56,18.46,Low,66
1002463,60.71,Hardcore,Balance,49.03,0.50,44.27,Medium,67
1002804,60.67,Hardcore,Burst,26.35,0.48,16.57,Low,68
1002215,60.64,Hardcore,Balance,27.41,0.49,20.09,Low,69
1002218,60.61,Hardcore,Balance,28.09,0.48,22.69,Low,70
1002114,60.61,Hardcore,Burst,22.35,0.54,17.52,Low,71
1002597,60.60,Hardcore,Balance,34.55,0.43,22.58,Low,72
1002197,60.54,Hardcore,Balance,40.8,0.47,24.04,Low,73
1002845,60.53,Hardcore,Balance,29.6,0.46,22.99,Low,74
1002210,60.52,Hardcore,Burst,28.13,0.50,16.60,Low,75
1002225,60.45,Hardcore,Balance,29.45,0.43,25.15,Low,76
1002260,60.34,Hardcore,Balance,18.43,0.50,19.65,Low,77
1002125,60.26,Hardcore,Balance,37.2,0.37,32.86,Medium,78
1002419,60.20,Hardcore,Balance,31.01,0.46,21.94,Low,79
1002613,60.16,Hardcore,Balance,40.11,0.42,24.33,Low,80
1002432,60.14,Hardcore,Balance,38.07,0.44,18.57,Low,81
1002627,60.02,Hardcore,Burst,23.86,0.46,17.82,Low,82
1002110,59.94,Hardcore,Balance,41.23,0.50,33.15,Medium,83
1002119,59.93,Hardcore,Balance,31.64,0.54,22.52,Low,84
1002740,59.92,Hardcore,Balance,20.53,0.48,20.74,Low,85
1002259,59.89,Hardcore,Balance,30.07,0.41,22.34,Low,86
1002330,59.86,Hardcore,Balance,35.78,0.46,21.63,Low,87
1002466,59.71,Hardcore,Balance,31.94,0.52,19.51,Low,88
1002457,59.68,Hardcore,Balance,33.99,0.50,30.73,Medium,89
1002459,59.42,Hardcore,Balance,19.78,0.50,21.81,Low,90
1002812,59.20,Hardcore,Balance,35.71,0.52,23.78,Low,91
1002709,59.15,Hardcore,Balance,33.41,0.50,34.41,Medium,92
1002019,59.09,Hardcore,Balance,23.59,0.37,23.45,Low,93
1002477,59.09,Hardcore,Balance,31.59,0.40,23.02,Low,93
1002803,58.89,Hardcore,Balance,25.11,0.47,19.97,Low,95
1002305,58.87,Hardcore,Balance,30.63,0.50,30.14,Medium,96
1002066,58.81,Hardcore,Balance,47.09,0.50,25.49,Low,97
1002480,58.81,Hardcore,Balance,33.9,0.44,30.08,Medium,98
1002149,58.70,Hardcore,Balance,18.21,0.48,19.70,Low,99
1002115,58.65,Hardcore,Balance,37.05,0.54,24.61,Low,100
1002091,58.51,Hardcore,Balance,27.47,0.35,22.07,Low,101
1002150,58.50,Hardcore,Balance,39.36,0.50,22.82,Low,102
1002604,58.43,Hardcore,Balance,36.47,0.42,19.72,Low,103
1002392,58.43,Hardcore,Balance,27.32,0.50,22.01,Low,104
1002246,58.39,Hardcore,Balance,35.39,0.50,17.82,Low,105
1002673,58.34,Hardcore,Balance,24.48,0.46,22.87,Low,106
1002230,58.34,Hardcore,Burst,22.24,0.50,18.76,Low,107
1002743,58.28,Hardcore,Burst,20.23,0.41,15.68,Low,108
1002031,58.28,Hardcore,Balance,45.94,0.48,26.41,Low,109
1002376,58.18,Hardcore,Balance,20.84,0.50,23.54,Low,110
1002328,58.15,Hardcore,Balance,31.76,0.40,20.77,Low,111
1002420,58.12,Hardcore,Balance,26.44,0.43,23.78,Low,112
1002081,58.11,Hardcore,Balance,41.07,0.50,28.24,Low,113
1002147,58.10,Hardcore,Balance,35.88,0.40,28.53,Low,114
1002498,58.06,Hardcore,Balance,28.64,0.44,28.34,Low,115
1002374,57.97,Hardcore,Burst,19.83,0.35,18.32,Low,116
1002401,57.97,Hardcore,Balance,26.97,0.50,25.98,Low,117
1002415,57.71,Hardcore,Balance,48.15,0.50,42.45,Medium,118
1002216,57.69,Hardcore,Burst,23.16,0.50,15.46,Low,119
1002326,57.61,Hardcore,Balance,39.78,0.43,53.42,High,120
1002402,57.43,Hardcore,Balance,41.2,0.40,47.89,High,121
1002106,57.42,Hardcore,Balance,40.79,0.41,28.66,Low,122
1002178,57.28,Hardcore,Balance,36.63,0.48,26.03,Low,123
1002861,57.28,Hardcore,Balance,23.02,0.48,25.23,Low,124
1002011,57.27,Hardcore,Balance,28.5,0.52,27.91,Low,125
1002606,57.26,Hardcore,Balance,35.8,0.48,23.86,Low,126
1002193,57.22,Hardcore,Balance,27.33,0.58,25.22,Low,127
1002666,57.21,Hardcore,Balance,44.22,0.38,52.48,High,128
1002383,57.18,Hardcore,Balance,43.63,0.53,28.36,Low,129
1002211,57.07,Hardcore,Balance,34.35,0.46,18.69,Low,130
1002295,56.95,Core,Balance,40.94,0.54,21.05,Low,131
1002042,56.90,Core,Balance,22.67,0.52,23.09,Low,132
1002232,56.87,Core,Balance,38.55,0.40,26.56,Low,133
1002323,56.83,Core,Balance,34.8,0.53,31.42,Medium,134
1002291,56.78,Core,Burst,27.48,0.38,18.16,Low,135
1002396,56.77,Core,Balance,31.13,0.43,25.06,Low,136
1002072,56.76,Core,Balance,36.41,0.50,24.35,Low,137
1002130,56.67,Core,Burst,21,0.52,19.61,Low,138
1002389,56.62,Core,Balance,32.23,0.45,24.60,Low,139
1002335,56.60,Core,Balance,27.79,0.60,18.57,Low,140
1002378,56.53,Core,Balance,43.82,0.50,27.48,Low,141
1002947,56.47,Core,Balance,25.41,0.48,24.40,Low,142
1002702,56.46,Core,Burst,26.19,0.40,16.94,Low,143
1002027,56.43,Core,Balance,26.46,0.52,20.75,Low,144
1002155,56.41,Core,Balance,23.01,0.53,23.26,Low,145
1002470,56.37,Core,Balance,26.76,0.44,29.39,Medium,146
1002753,56.34,Core,Balance,41.73,0.47,27.16,Low,147
1002293,56.27,Core,Burst,16.17,0.41,18.51,Low,148
1002284,56.20,Core,Balance,33.71,0.41,22.59,Low,149
1002013,56.07,Core,Balance,27.52,0.56,23.89,Low,150
1002322,56.06,Core,Balance,65.08,0.44,35.91,Medium,151
1002038,56.04,Core,Balance,46.29,0.58,49.45,High,152
1002547,56.01,Core,Balance,20.21,0.53,20.18,Low,153
1002217,56.00,Core,Balance,21.87,0.50,19.37,Low,154
1002543,55.95,Core,Balance,38.99,0.57,25.59,Low,155
1002910,55.92,Core,Balance,56.06,0.57,49.58,High,156
1002135,55.83,Core,Burst,25.75,0.48,17.75,Low,157
1002059,55.83,Core,Burst,22.53,0.43,17.86,Low,157
1002285,55.83,Core,Balance,51.67,0.50,34.59,Medium,159
1002509,55.80,Core,Balance,23.96,0.50,19.51,Low,160
1002237,55.79,Core,Balance,49.94,0.44,46.70,High,161
1002554,55.74,Core,Burst,21.75,0.44,16.69,Low,162
1002084,55.73,Core,Balance,21.95,0.44,19.30,Low,163
1002096,55.69,Core,Balance,28.75,0.50,28.16,Low,164
1002036,55.68,Core,Burst,27.05,0.55,17.67,Low,165
1002558,55.60,Core,Balance,40.43,0.50,23.88,Low,166
1002520,55.56,Core,Balance,25.27,0.48,24.74,Low,167
1002180,55.53,Core,Balance,34.76,0.43,26.51,Low,168
1002117,55.46,Core,Balance,16.96,0.56,19.49,Low,169
1002054,55.46,Core,Balance,24.79,0.45,22.19,Low,170
1002669,55.45,Core,Balance,43.55,0.47,27.56,Low,171
1002781,55.44,Core,Balance,32.41,0.43,28.52,Low,172
1002010,55.44,Core,Balance,52.79,0.59,24.49,Low,173
1002007,55.43,Core,Balance,35.94,0.47,50.66,High,174
1002663,55.35,Core,Burst,16.59,0.53,18.36,Low,175
1002451,55.30,Core,Balance,27.46,0.56,24.91,Low,176
1002279,55.29,Core,Balance,33.16,0.42,23.43,Low,177
1002913,55.22,Core,Balance,28.24,0.48,21.94,Low,178
1002831,55.19,Core,Balance,33.25,0.47,29.98,Medium,179
1002003,55.18,Core,Balance,16.66,0.45,20.70,Low,180
1002505,55.17,Core,Balance,20.79,0.46,51.32,High,181
1002404,55.10,Core,Balance,29.61,0.41,26.02,Low,182
1002355,55.03,Core,Balance,34.46,0.47,28.64,Low,183
1002325,54.98,Core,Balance,26.72,0.46,20.10,Low,184
1002332,54.94,Core,Balance,29.41,0.37,21.26,Low,185
1002472,54.92,Core,Burst,17.29,0.60,16.74,Low,186
1002016,54.88,Core,Balance,32.89,0.43,32.58,Medium,187
1002719,54.87,Core,Balance,43.75,0.54,23.38,Low,188
1002089,54.85,Core,Balance,27.01,0.40,29.21,Medium,189
1002329,54.82,Core,Balance,65.8,0.45,38.86,Medium,190
1002220,54.81,Core,Balance,50.59,0.45,45.39,High,191
1002052,54.74,Core,Balance,46.89,0.44,48.86,High,192
1002190,54.73,Core,Balance,23.24,0.48,21.83,Low,193
1002229,54.72,Core,Burst,19.79,0.50,18.11,Low,194
1002687,54.71,Core,Balance,33.89,0.48,26.84,Low,195
1002163,54.67,Core,Burst,25.17,0.47,18.28,Low,196
1002194,54.64,Core,Balance,21.74,0.50,19.46,Low,197
1002009,54.62,Core,Balance,41.44,0.47,31.31,Medium,198
1002915,54.59,Core,Balance,31.66,0.50,20.38,Low,199
1002901,54.58,Core,Balance,67,0.54,41.67,Medium,200
1002201,54.57,Core,Balance,33.5,0.41,22.88,Low,201
1002972,54.51,Core,Burst,26.56,0.45,16.98,Low,202
1002317,54.40,Core,Balance,26.56,0.44,22.26,Low,203
1002307,54.38,Core,Balance,22.55,0.44,21.90,Low,204
1002849,54.34,Core,Balance,44.49,0.50,21.72,Low,205
1002793,54.34,Core,Burst,21.69,0.41,18.82,Low,206
1002238,54.33,Core,Burst,25.76,0.57,16.37,Low,207
1002757,54.29,Core,Balance,35.67,0.45,24.44,Low,208
1002061,54.29,Core,Balance,34.8,0.50,29.72,Medium,209
1002699,54.24,Core,Balance,56.97,0.55,41.41,Medium,210
1002029,54.17,Core,Balance,31.23,0.41,19.77,Low,211
1002632,54.11,Core,Balance,20.54,0.33,20.78,Low,212
1002967,54.07,Core,Burst,26.34,0.53,17.47,Low,213
1002422,53.99,Core,Burst,26.66,0.45,16.53,Low,214
1002410,53.97,Core,Balance,39.7,0.45,25.10,Low,215
1002761,53.96,Core,Burst,18.81,0.45,18.85,Low,216
1002747,53.88,Core,Balance,29.58,0.50,30.52,Medium,217
1002416,53.88,Core,Burst,20.24,0.45,15.83,Low,218
1002390,53.86,Core,Balance,29.7,0.41,19.94,Low,219
1002145,53.78,Core,Balance,56.33,0.54,46.15,High,220
1002682,53.78,Core,Burst,23.77,0.47,17.00,Low,221
1002907,53.77,Core,Balance,17.94,0.43,19.49,Low,222
1002962,53.66,Core,Burst,21.02,0.48,19.65,Low,223
1002763,53.61,Core,Burst,21.86,0.57,17.20,Low,224
1002672,53.60,Core,Balance,29.68,0.36,20.08,Low,225
1002586,53.59,Core,Burst,21.63,0.53,16.78,Low,226
1002358,53.59,Core,Balance,44.38,0.44,33.78,Medium,227
1002458,53.56,Core,Balance,49.7,0.46,53.99,High,228
1002807,53.47,Core,Burst,17.85,0.45,18.67,Low,229
1002002,53.45,Core,Balance,38.72,0.48,25.83,Low,230
1002697,53.43,Core,Balance,37.4,0.48,21.41,Low,231
1002137,53.34,Core,Balance,29.12,0.43,29.25,Medium,232
1002309,53.32,Core,Burst,25.19,0.43,18.66,Low,233
1002044,53.30,Core,Balance,31.16,0.38,24.06,Low,234
1002431,53.16,Core,Balance,51.87,0.46,46.52,High,235
1002760,53.16,Core,Balance,24.15,0.52,20.88,Low,236
1002186,53.13,Core,Balance,31.96,0.44,28.69,Low,237
1002074,53.10,Core,Balance,20.42,0.37,19.60,Low,238
1002538,53.06,Core,Balance,22.63,0.42,20.13,Low,239
1002035,53.06,Core,Balance,51.51,0.50,40.95,Medium,240
1002436,53.02,Core,Burst,28.2,0.47,14.77,Low,241
1002452,53.01,Core,Balance,24.02,0.46,21.38,Low,242
1002068,53.01,Core,Burst,15.52,0.42,16.20,Low,243
1002116,52.99,Core,Balance,49.22,0.43,55.50,High,244
1002315,52.98,Core,Balance,67.59,0.50,44.20,Medium,245
1002762,52.96,Core,Balance,20.06,0.50,18.56,Low,246
1002209,52.95,Core,Balance,44.42,0.47,30.19,Medium,247
1002264,52.93,Core,Balance,39.26,0.43,20.53,Low,248
1002944,52.93,Core,Balance,31.25,0.53,27.70,Low,249
1002188,52.92,Core,Balance,40.74,0.47,52.17,High,250
1002167,52.89,Core,Balance,46.92,0.47,53.67,High,251
1002512,52.86,Core,Burst,24.29,0.47,17.35,Low,252
1002629,52.83,Core,Balance,50.28,0.47,49.92,High,253
1002654,52.83,Core,Balance,43.38,0.50,27.44,Low,254
1002552,52.81,Core,Balance,55.77,0.50,46.14,High,255
1002273,52.70,Core,Balance,22.79,0.38,19.96,Low,256
1002560,52.66,Core,Burst,13.71,0.39,16.86,Low,257
1002618,52.64,Core,Balance,24.8,0.44,20.68,Low,258
1002575,52.63,Core,Balance,30.69,0.56,29.49,Medium,259
1002037,52.60,Core,Balance,32.37,0.44,30.51,Medium,260
1002406,52.59,Core,Balance,52.85,0.33,47.27,High,261
1002744,52.58,Core,Balance,32.64,0.50,28.01,Low,262
1002140,52.57,Core,Balance,34.21,0.47,23.74,Low,263
1002779,52.57,Core,Balance,30.42,0.45,19.84,Low,264
1002946,52.53,Core,Balance,29.29,0.50,23.37,Low,265
1002568,52.53,Core,Balance,34.39,0.50,30.60,Medium,266
1002028,52.50,Core,Burst,19.15,0.50,18.98,Low,267
1002421,52.48,Core,Burst,22.92,0.50,18.67,Low,268
1002321,52.48,Core,Balance,40.97,0.50,31.10,Medium,269
1002485,52.41,Core,Balance,45.46,0.53,25.87,Low,270
1002316,52.37,Core,Balance,31.3,0.50,28.92,Medium,271
1002205,52.35,Core,Balance,75.3,0.55,42.29,Medium,272
1002590,52.30,Core,Balance,31.13,0.50,23.57,Low,273
1002684,52.28,Core,Balance,23.47,0.39,23.83,Low,274
1002071,52.27,Core,Balance,31.97,0.43,25.07,Low,275
1002248,52.20,Core,Balance,28.85,0.63,31.07,Medium,276
1002267,52.14,Core,Burst,25.5,0.50,19.38,Low,277
1002644,52.12,Core,Balance,32.04,0.48,24.21,Low,278
1002022,52.11,Core,Balance,32.72,0.55,23.73,Low,279
1002482,52.11,Core,Balance,31.06,0.40,21.90,Low,280
1002612,52.10,Core,Balance,38.12,0.55,26.97,Low,281
1002249,52.02,Core,Balance,30.8,0.50,30.02,Medium,282
1002454,51.93,Core,Burst,22.15,0.38,16.82,Low,283
1002489,51.91,Core,Burst,34.4,0.56,17.84,Low,284
1002467,51.90,Core,Balance,20.79,0.48,22.82,Low,285
1002045,51.88,Core,Balance,43.43,0.57,46.43,High,286
1002430,51.85,Core,Balance,20.1,0.46,21.01,Low,287
1002511,51.82,Core,Balance,29.68,0.55,23.64,Low,288
1002164,51.76,Core,Balance,46.53,0.50,28.39,Low,289
1002533,51.76,Core,Balance,31.08,0.46,22.19,Low,289
1002676,51.70,Core,Balance,24.86,0.38,22.65,Low,291
1002780,51.68,Core,Balance,65.08,0.55,49.58,High,292
1002169,51.62,Core,Balance,26.08,0.48,24.66,Low,293
1002490,51.50,Core,Balance,22.98,0.48,24.43,Low,294
1002076,51.48,Core,Balance,59.92,0.56,39.00,Medium,295
1002670,51.45,Core,Burst,22.23,0.50,16.52,Low,296
1002202,51.42,Core,Balance,35.75,0.59,30.28,Medium,297
1002236,51.40,Core,Balance,38.44,0.53,34.02,Medium,298
1002277,51.38,Core,Balance,26.32,0.47,28.25,Low,299
1002102,51.36,Core,Balance,51.75,0.55,44.22,Medium,300
1002513,51.34,Core,Balance,48.29,0.50,44.49,High,301
1002832,51.33,Core,Balance,47.71,0.47,30.95,Medium,302
1002166,51.33,Core,Balance,29.12,0.45,28.77,Low,303
1002600,51.24,Core,Balance,34.18,0.57,29.53,Medium,304
1002768,51.21,Core,Burst,17.7,0.53,17.17,Low,305
1002738,51.21,Core,Balance,42.06,0.56,28.21,Low,306
1002077,51.20,Core,Balance,37.52,0.40,23.29,Low,307
1002442,51.18,Core,Balance,39.99,0.52,20.97,Low,308
1002299,51.16,Core,Balance,24.87,0.44,20.58,Low,309
1002320,51.16,Core,Balance,32.72,0.43,24.57,Low,310
1002413,51.12,Core,Balance,40.68,0.48,23.77,Low,311
1002925,51.01,Core,Balance,55.17,0.44,42.25,Medium,312
1002957,51.01,Core,Balance,28.44,0.47,30.32,Medium,313
1002595,50.98,Core,Balance,64.96,0.44,41.85,Medium,314
1002341,50.98,Core,Balance,37.14,0.44,24.32,Low,314
1002346,50.97,Core,Balance,25.33,0.52,24.26,Low,316
1002053,50.97,Core,Balance,39.85,0.46,23.93,Low,317
1002540,50.88,Core,Balance,20.77,0.50,24.99,Low,318
1002721,50.80,Core,Balance,43.04,0.43,28.82,Medium,319
1002020,50.78,Core,Balance,34.1,0.50,52.44,High,320
1002170,50.75,Core,Balance,44.3,0.50,40.42,Medium,321
1002189,50.74,Core,Balance,78.11,0.56,38.49,Medium,322
1002675,50.74,Core,Balance,28.62,0.50,30.28,Medium,323
1002040,50.69,Core,Balance,30.58,0.56,27.16,Low,324
1002023,50.69,Core,Balance,22.56,0.52,24.34,Low,325
1002461,50.68,Core,Burst,19.84,0.41,19.11,Low,326
1002294,50.68,Core,Balance,17.65,0.52,24.99,Low,327
1002233,50.67,Core,Balance,26.26,0.54,20.84,Low,328
1002001,50.63,Core,Balance,40.81,0.44,27.13,Low,329
1002262,50.59,Core,Balance,50.51,0.58,43.55,Medium,330
1002118,50.57,Core,Balance,23.24,0.47,30.16,Medium,331
